-DOCSTART- -X- -X- O
exon NN B-NP O
2 CD I-NP O
of IN B-PP O
the DT B-NP O
ND NN I-NP B-Disease
gene NN I-NP O
( ( O O
ATG NN B-NP O
to TO B-PP O
GTG NN B-NP O
) ) O O
, , O O
with IN B-PP O
otherwise RB B-NP O
normal JJ I-NP O
nucleotide NN I-NP O
sequences NNS I-NP O
. . O O

Their PRP$ B-NP O
mothers NNS I-NP O
had VBD B-VP O
the DT B-NP O
normal JJ I-NP O
and CC I-NP O
mutant JJ I-NP O
types NNS I-NP O
of IN B-PP O
the DT B-NP O
gene NN I-NP O
, , O O
which WDT B-NP O
was VBD B-VP O
expected VBN I-VP O
for IN B-PP O
heterozygotes NNS B-NP O
of IN B-PP O
the DT B-NP O
disease NN I-NP O
. . O O

The DT B-NP O
mutation NN I-NP O
of IN B-PP O
the DT B-NP O
initiation NN I-NP O
codon NN I-NP O
would MD B-VP O
cause VB I-VP O
the DT B-NP O
failure NN I-NP O
of IN B-PP O
ND NN B-NP B-Disease
gene NN I-NP O
expression NN I-NP O
or CC O O
a DT B-NP O
defect NN I-NP O
in IN B-PP O
translation NN B-NP O
thereby RB B-VP O
truncating VBG I-VP O
the DT B-NP O
amino JJ I-NP O
terminus NN I-NP O
of IN B-PP O
ND NN B-NP B-Disease
protein NN I-NP O
. . O O

In IN B-PP O
view NN B-NP O
of IN B-PP O
the DT B-NP O
rarity NN I-NP O
and CC I-NP O
marked JJ I-NP O
heterogeneity NN I-NP O
of IN B-PP O
mutations NNS B-NP O
in IN B-PP O
the DT B-NP O
ND NN I-NP B-Disease
gene NN I-NP O
, , O O
the DT B-NP O
present JJ I-NP O
apparently RB I-NP O
unrelated JJ I-NP O
Japanese JJ I-NP O
families NNS I-NP O
who WP B-NP O
have VBP B-VP O
lived VBN I-VP O
in IN B-PP O
the DT B-NP O
same JJ I-NP O
area NN I-NP O
for IN B-PP O
over IN B-NP O
two CD I-NP O
centuries NNS I-NP O
presumably RB B-ADVP O
share VBP B-VP O
the DT B-NP O
origin NN I-NP O
of IN B-PP O
the DT B-NP O
mutation NN I-NP O
. . O O

. . O O

Anticipation NN B-NP O
resulting VBG B-VP O
in IN B-PP O
elimination NN B-NP O
of IN B-PP O
the DT B-NP O
myotonic JJ I-NP B-Disease
dystrophy NN I-NP I-Disease
gene NN I-NP O
: : O O
a DT B-NP O
follow NN I-NP O
up RP B-PRT O
study NN B-NP O
of IN B-PP O
one CD B-NP O
extended VBN I-NP O
family NN I-NP O
. . O O

We PRP B-NP O
have VBP B-VP O
re AFX B-PP O
- HYPH B-NP O
examined VBN B-VP O
an DT B-NP O
extended JJ I-NP O
myotonic JJ I-NP B-Disease
dystrophy NN I-NP I-Disease
( ( O O
DM NN B-NP B-Disease
) ) O O
family NN B-NP O
, , O O
previously RB B-VP O
described VBN I-VP O
in IN B-PP O
1955 CD B-NP O
, , O O
in IN B-SBAR O
order NN O O
to TO B-VP O
study VB I-VP O
the DT B-NP O
long JJ I-NP O
term NN I-NP O
effects NNS I-NP O
of IN B-PP O
anticipation NN B-NP O
in IN B-PP O
DM NN B-NP B-Disease
and CC B-PP O
in IN B-PP O
particular JJ B-ADJP O
the DT B-NP O
implications NNS I-NP O
for IN B-PP O
families NNS B-NP O
affected VBN B-VP O
by IN B-PP O
this DT B-NP O
disease NN I-NP O
. . O O

This DT B-NP O
follow NN I-NP O
up RP B-PRT O
study NN B-NP O
provides VBZ B-VP O
data NNS B-NP O
on IN B-PP O
35 CD B-NP O
gene NN I-NP O
carriers NNS I-NP O
and CC O O
46 CD B-NP O
asymptomatic JJ I-NP O
at IN B-PP O
risk NN B-NP O
family NN I-NP O
members NNS I-NP O
in IN B-PP O
five CD B-NP O
generations NNS I-NP O
. . O O

Clinical JJ B-NP O
anticipation NN I-NP O
, , O O
defined VBN B-VP O
as IN B-PP O
the DT B-NP O
cascade NN I-NP O
of IN B-PP O
mild JJ B-NP O
, , I-NP O
adult JJ I-NP O
, , I-NP O
childhood NN I-NP O
, , I-NP O
or CC I-NP O
congenital JJ I-NP B-Disease
disease NN I-NP I-Disease
in IN B-PP O
subsequent JJ B-NP O
generations NNS I-NP O
, , O O
appeared VBD B-VP O
to TO I-VP O
be VB I-VP O
a DT B-NP O
relentless JJ I-NP O
process NN I-NP O
, , O O
occurring VBG B-VP O
in IN B-PP O
all DT B-NP O
affected VBN I-NP O
branches NNS I-NP O
of IN B-PP O
the DT B-NP O
family NN I-NP O
. . O O

The DT B-NP O
cascade NN I-NP O
was VBD B-VP O
found VBN I-VP O
to TO I-VP O
proceed VB I-VP O
asynchronously RB B-ADVP O
in IN B-PP O
the DT B-NP O
different JJ I-NP O
branches NNS I-NP O
, , O O
mainly RB B-ADVP O
because IN B-PP O
of IN I-PP O
an DT B-NP O
unequal JJ I-NP O
number NN I-NP O
of IN B-PP O
generations NNS B-NP O
with IN B-PP O
mild JJ B-NP O
disease NN I-NP O
. . O O

The DT B-NP O
transition NN I-NP O
from IN B-PP O
the DT B-NP O
mild NN I-NP O
to TO B-PP O
the DT B-NP O
adult JJ I-NP O
type NN I-NP O
was VBD B-VP O
associated VBN I-VP O
with IN B-PP O
transmission NN B-NP O
through IN B-PP O
a DT B-NP O
male JJ I-NP O
parent NN I-NP O
. . O O

Stable JJ B-NP O
transmission NN I-NP O
of IN B-PP O
the DT B-NP O
asymptomatic JJ I-NP O
/ SYM I-NP O
mild JJ I-NP O
phenotype NN I-NP O
showed VBD B-VP O
a DT B-NP O
female JJ I-NP O
transmission NN I-NP O
bias NN I-NP O
. . O O

We PRP B-NP O
further RB B-ADVP O
examined VBD B-VP O
the DT B-NP O
extent NN I-NP O
and CC I-NP O
causes NNS I-NP O
of IN B-PP O
gene NN B-NP O
loss NN I-NP O
in IN B-PP O
this DT B-NP O
pedigree NN I-NP O
. . O O

Gene NN B-NP O
loss NN I-NP O
in IN B-PP O
the DT B-NP O
patient NN I-NP O
group NN I-NP O
was VBD B-VP O
complete JJ B-ADJP O
, , O O
owing VBG B-VP O
to TO B-PP O
infertility NN B-NP B-Disease
of IN B-PP O
the DT B-NP O
male JJ I-NP O
patients NNS I-NP O
with IN B-PP O
adult JJ B-NP O
onset NN I-NP O
disease NN I-NP O
and CC O O
the DT B-NP O
fact NN I-NP O
that IN B-SBAR O
mentally RB B-NP B-Disease
retarded JJ I-NP I-Disease
patients NNS I-NP O
did VBD B-VP O
not RB I-VP O
procreate VB I-VP O
. . O O

Out IN B-PP O
of IN B-PP O
the DT B-NP O
46 CD I-NP O
at IN B-PP O
risk NN B-NP O
subjects NNS I-NP O
in IN B-PP O
the DT B-NP O
two CD I-NP O
youngest JJS I-NP O
generations NNS I-NP O
, , O O
only RB B-NP O
one CD I-NP O
was VBD B-VP O
found VBN I-VP O
to TO I-VP O
have VB I-VP O
a DT B-NP O
full JJ I-NP O
mutation NN I-NP O
. . O O

This DT B-NP O
is VBZ B-VP O
the DT B-NP O
only JJ I-NP O
subject NN I-NP O
who WP B-NP O
may MD B-VP O
transmit VB I-VP O
the DT B-NP O
gene NN I-NP O
to TO B-PP O
the DT B-NP O
sixth JJ I-NP O
generation NN I-NP O
. . O O

No DT B-NP O
protomutation NN I-NP O
carriers NNS I-NP O
were VBD B-VP O
found VBN I-VP O
in IN B-PP O
the DT B-NP O
fourth JJ I-NP O
and CC I-NP O
fifth JJ I-NP O
generations NNS I-NP O
. . O O

Therefore RB B-ADVP O
it PRP B-NP O
is VBZ B-VP O
highly RB B-ADJP O
probable JJ I-ADJP O
that IN B-SBAR O
the DT B-NP O
DM NN I-NP B-Disease
gene NN I-NP O
will MD B-VP O
be VB I-VP O
eliminated VBN I-VP O
from IN B-PP O
this DT B-NP O
pedigree NN I-NP O
within IN B-PP O
one CD B-NP O
generation NN I-NP O
. . O O

The DT B-NP O
high JJ I-NP O
population NN I-NP O
frequency NN I-NP O
of IN B-PP O
DM NN B-NP B-Disease
can MD B-VP O
at IN B-PP O
present JJ B-ADJP O
not RB O O
be VB B-VP O
explained VBN I-VP O
by IN B-PP O
the DT B-NP O
contribution NN I-NP O
of IN B-PP O
asymptomatic JJ B-NP O
cases NNS I-NP O
in IN B-PP O
the DT B-NP O
younger JJR I-NP O
generations NNS I-NP O
of IN B-PP O
known JJ B-NP O
families NNS I-NP O
, , O O
but CC O O
is VBZ B-VP O
probably RB I-VP O
caused VBN I-VP O
by IN B-PP O
the DT B-NP O
events NNS I-NP O
in IN B-PP O
the DT B-NP O
ancestral JJ I-NP O
generations NNS I-NP O
. . O O

. . O O

The DT B-NP O
gene NN I-NP O
for IN B-PP O
spinal JJ B-NP B-Disease
cerebellar JJ I-NP I-Disease
ataxia NN I-NP I-Disease
3 CD I-NP O
( ( O O
SCA3 NN B-NP O
) ) O O
is VBZ B-VP O
located VBN I-VP O
in IN B-PP O
a DT B-NP O
region NN I-NP O
of IN B-PP O
approximately RB B-NP O
3 CD I-NP O
cM NN I-NP O
on IN B-PP O
chromosome NN B-NP O
14q24 CD I-NP O
. . O O

3 CD B-NP O
- HYPH I-NP O
q32 NN I-NP O
. . I-NP O

2 CD I-NP O
. . O O

SCA3 NN B-NP O
, , O O
the DT B-NP O
gene NN I-NP O
for IN B-PP O
spinal JJ B-NP B-Disease
cerebellar JJ I-NP I-Disease
ataxia NN I-NP I-Disease
3 CD I-NP O
, , O O
was VBD B-VP O
recently RB I-VP O
mapped VBN I-VP O
to TO B-PP O
a DT B-NP O
15 CD I-NP O
- HYPH I-NP O
cM NN I-NP O
interval NN I-NP O
between IN B-PP O
D14S67 NN B-NP O
and CC I-NP O
D14S81 NN I-NP O
on IN B-PP O
chromosome NN B-NP O
14q NN I-NP O
, , O O
by IN B-PP O
linkage NN B-NP O
analysis NN I-NP O
in IN B-PP O
two CD B-NP O
families NNS I-NP O
of IN B-PP O
French JJ B-NP O
ancestry NN I-NP O
. . O O

The DT B-NP O
SCA3 NN I-NP O
candidate NN I-NP O
region NN I-NP O
has VBZ B-VP O
now RB I-VP O
been VBN I-VP O
refined VBN I-VP O
by IN B-PP O
linkage NN B-NP O
analysis NN I-NP O
with IN B-PP O
four CD B-NP O
new JJ I-NP O
microsatellite NN I-NP O
markers NNS I-NP O
( ( O O
D14S256 NN B-NP O
, , O O
D14S291 NN B-NP O
, , O O
D14S280 NN B-NP O
, , O O
and CC O O
AFM343vf1 NN B-NP O
) ) O O
in IN B-PP O
the DT B-NP O
same JJ I-NP O
two CD I-NP O
families NNS I-NP O
, , O O
in IN B-PP O
which WDT B-NP O
19 CD B-NP O
additional JJ I-NP O
individuals NNS I-NP O
were VBD B-VP O
genotyped VBN I-VP O
, , O O
and CC O O
in IN B-PP O
a DT B-NP O
third JJ I-NP O
French JJ I-NP O
family NN I-NP O
. . O O

Combined VBN B-VP O
two CD B-NP O
- HYPH I-NP O
point NN I-NP O
linkage NN I-NP O
analyses NNS I-NP O
show VBP B-VP O
that IN B-SBAR O
the DT B-NP O
new JJ I-NP O
markers NNS I-NP O
, , O O
D14S280 NN B-NP O
and CC I-NP O
AFM343vf1 NN I-NP O
, , O O
are VBP B-VP O
tightly RB I-VP O
linked VBN I-VP O
to TO B-PP O
the DT B-NP O
SCA3 NN I-NP O
locus NN I-NP O
, , O O
with IN B-PP O
maximal JJ B-NP O
lod NN I-NP O
scores NNS I-NP O
, , O O
at IN B-PP O
recombination NN B-NP O
fraction NN I-NP O
, , O O
( ( O O
theta SYM O O
) ) O O
= SYM B-NP O
. . O O

00 CD B-NP O
, , O O
of IN B-PP O
7 CD B-NP O
. . O O

05 CD B-NP O
and CC I-NP O
13 CD I-NP O
. . O O

70 CD B-NP O
, , O O
respectively RB B-ADVP O
. . O O

Combined VBN B-NP O
multipoint JJ I-NP O
and CC I-NP O
recombinant JJ I-NP O
haplotype NN I-NP O
analyses NNS I-NP O
localize VBP B-VP O
the DT B-NP O
SCA3 NN I-NP O
locus NN I-NP O
to TO B-PP O
a DT B-NP O
3 CD I-NP O
- HYPH I-NP O
cM NN I-NP O
interval NN I-NP O
flanked VBN B-VP O
by IN B-PP O
D14S291 NN B-NP O
and CC I-NP O
D14S81 NN I-NP O
. . O O

The DT B-NP O
same JJ I-NP O
allele NN I-NP O
for IN B-PP O
D14S280 NN B-NP O
segregates NNS I-NP O
with IN B-PP O
the DT B-NP O
disease NN I-NP O
locus NN I-NP O
in IN B-PP O
the DT B-NP O
three CD I-NP O
kindreds NNS I-NP O
. . O O

This DT B-NP O
allele NN I-NP O
is VBZ B-VP O
frequent JJ B-ADJP O
in IN B-PP O
the DT B-NP O
French JJ I-NP O
population NN I-NP O
, , O O
however RB B-ADVP O
, , O O
and CC O O
linkage NN B-NP O
disequilibrium NN I-NP O
is VBZ B-VP O
not RB I-VP O
clearly RB I-VP O
established VBN I-VP O
. . O O

The DT B-NP O
SCA3 NN I-NP O
locus NN I-NP O
remains VBZ B-VP O
within IN B-PP O
the DT B-NP O
29 CD I-NP O
- HYPH I-NP O
cM NN I-NP O
region NN I-NP O
on IN B-PP O
14q24 NN B-NP O
. . O O

3 CD B-NP O
- HYPH I-NP O
q32 NN I-NP O
. . O O

2 CD B-NP O
containing VBG B-VP O
the DT B-NP O
gene NN I-NP O
for IN B-PP O
the DT B-NP O
Machado NNP I-NP B-Disease
- HYPH I-NP I-Disease
Joseph NNP I-NP I-Disease
disease NN I-NP I-Disease
, , O O
which WDT B-NP O
is VBZ B-VP O
clinically RB I-VP O
related VBN I-VP O
to TO B-PP O
the DT B-NP O
phenotype NN I-NP O
determined VBN B-VP O
by IN B-PP O
SCA3 NN B-NP O
, , O O
but CC O O
it PRP B-NP O
cannot MD B-VP O
yet RB I-VP O
be VB I-VP O
concluded VBN I-VP O
that IN B-SBAR O
both DT B-NP O
diseases NNS I-NP O
result VBP B-VP O
from IN B-PP O
alterations NNS B-NP O
of IN B-PP O
the DT B-NP O
same JJ I-NP O
gene NN I-NP O
An DT B-NP O
evaluation NN I-NP O
of IN B-PP O
genetic JJ B-NP O
heterogeneity NN I-NP O
in IN B-PP O
145 CD B-NP O
breast NN I-NP B-Disease
- HYPH B-NP I-Disease
ovarian JJ I-NP I-Disease
cancer NN I-NP I-Disease
families NNS I-NP O
. . O O

Breast NNP B-NP B-Disease
Cancer NNP I-NP I-Disease
Linkage NNP I-NP O
Consortium NNP I-NP O
. . O O

The DT B-NP O
breast NN I-NP B-Disease
- HYPH O I-Disease
ovary NN B-NP I-Disease
cancer NN I-NP I-Disease
- HYPH B-NP I-Disease
family NN I-NP I-Disease
syndrome NN I-NP I-Disease
is VBZ B-VP O
a DT B-NP O
dominant JJ I-NP O
predisposition NN I-NP O
to TO B-PP O
cancer NN B-NP B-Disease
of IN B-PP I-Disease
the DT B-NP I-Disease
breast NN I-NP I-Disease
and CC I-NP I-Disease
ovaries NNS I-NP I-Disease
which WDT B-NP O
has VBZ B-VP O
been VBN I-VP O
mapped VBN I-VP O
to TO B-PP O
chromosome NN B-NP O
region NN I-NP O
17q12 CD I-NP O
- HYPH I-NP O
q21 NN I-NP O
. . O O

The DT B-NP O
majority NN I-NP O
, , O O
but CC O O
not RB B-NP O
all DT I-NP O
, , O O
of IN B-PP O
breast NN B-NP B-Disease
- HYPH B-NP I-Disease
ovary NN I-NP I-Disease
cancer NN I-NP I-Disease
families NNS I-NP O
show VBP B-VP O
linkage NN B-NP O
to TO B-PP O
this DT B-NP O
susceptibility NN I-NP O
locus NN I-NP O
, , O O
designated VBN B-VP O
BRCA1 NN B-NP O
. . O O

We PRP B-NP O
report VBP B-VP O
here RB B-ADVP O
the DT B-NP O
results NNS I-NP O
of IN B-PP O
a DT B-NP O
linkage NN I-NP O
analysis NN I-NP O
of IN B-PP O
145 CD B-NP O
families NNS I-NP O
with IN B-PP O
both CC O O
breast NN B-NP B-Disease
and CC O I-Disease
ovarian JJ B-NP I-Disease
cancer NN I-NP I-Disease
. . O O

These DT B-NP O
families NNS I-NP O
contain VBP B-VP O
either CC O O
a DT B-NP O
total NN I-NP O
of IN B-PP O
three CD B-NP O
or CC I-NP O
more JJR I-NP O
cases NNS I-NP O
of IN B-PP O
early JJ B-NP O
- HYPH I-NP O
onset NN I-NP O
( ( O O
before IN B-PP O
age NN B-NP O
60 CD B-NP O
years NNS I-NP O
) ) O O
breast NN B-NP B-Disease
cancer NN I-NP I-Disease
or CC O O
ovarian JJ B-NP B-Disease
cancer NN I-NP I-Disease
. . O O

All DT B-NP O
families NNS I-NP O
contained VBD B-VP O
at IN B-NP O
least JJS I-NP O
one CD I-NP O
case NN I-NP O
of IN B-PP O
ovarian JJ B-NP B-Disease
cancer NN I-NP I-Disease
. . O O

Overall RB B-ADVP O
, , O O
an DT B-NP O
estimated VBN I-NP O
76 CD I-NP O
% NN I-NP O
of IN B-PP O
the DT B-NP O
145 CD I-NP O
families NNS I-NP O
are VBP B-VP O
linked VBN I-VP O
to TO B-PP O
the DT B-NP O
BRCA1 NN I-NP O
locus NN I-NP O
. . O O

None NN B-NP O
of IN B-PP O
the DT B-NP O
13 CD I-NP O
families NNS I-NP O
with IN B-PP O
cases NNS B-NP O
of IN B-PP O
male JJ B-NP B-Disease
breast NN I-NP I-Disease
cancer NN I-NP I-Disease
appear VBP B-VP O
to TO I-VP O
be VB I-VP O
linked VBN I-VP O
, , O O
but CC O O
it PRP B-NP O
is VBZ B-VP O
estimated VBN I-VP O
that IN B-SBAR O
92 CD B-NP O
% NN I-NP O
( ( O O
95 CD B-NP O
% NN I-NP O
confidence NN I-NP O
interval NN I-NP O
76 CD B-NP O
% NN I-NP O
- HYPH O O
100 CD B-NP O
% NN I-NP O
) ) O O
of IN B-PP O
families NNS B-NP O
with IN B-PP O
no DT B-NP O
male JJ I-NP B-Disease
breast NN I-NP I-Disease
cancer NN I-NP I-Disease
and CC O O
with IN B-PP O
two CD B-NP O
or CC I-NP O
more JJR I-NP O
ovarian JJ I-NP B-Disease
cancers NNS I-NP I-Disease
are VBP B-VP O
linked VBN I-VP O
to TO B-PP O
BRCA1 NN B-NP O
. . O O

These DT B-NP O
data NNS I-NP O
suggest VBP B-VP O
that IN B-SBAR O
the DT B-NP O
breast NN I-NP B-Disease
- HYPH O I-Disease
ovarian JJ B-NP I-Disease
cancer NN I-NP I-Disease
- HYPH B-NP I-Disease
family NN I-NP I-Disease
syndrome NN I-NP I-Disease
is VBZ B-VP O
genetically RB B-ADJP O
heterogeneous JJ I-ADJP O
. . O O

However RB B-ADVP O
, , O O
the DT B-NP O
large JJ I-NP O
majority NN I-NP O
of IN B-PP O
families NNS B-NP O
with IN B-PP O
early JJ B-NP O
- HYPH I-NP O
onset NN I-NP O
breast NN I-NP B-Disease
cancer NN I-NP I-Disease
and CC O O
with IN B-PP O
two CD B-NP O
or CC I-NP O
more JJR I-NP O
cases NNS I-NP O
of IN B-PP O
ovarian JJ B-NP B-Disease
cancer NN I-NP I-Disease
are VBP B-VP O
likely JJ B-ADJP O
to TO B-VP O
be VB I-VP O
due IN B-PP O
to TO B-PP O
BRCA1 NN B-NP O
mutations NNS I-NP O
. . O O

. . O O

Molecular JJ B-NP O
basis NN I-NP O
of IN B-PP O
essential JJ B-NP B-Disease
fructosuria NN I-NP I-Disease
: : O O
molecular JJ B-NP O
cloning NN I-NP O
and CC O O
mutational JJ B-NP O
analysis NN I-NP O
of IN B-PP O
human JJ B-NP O
ketohexokinase NN I-NP O
( ( O O
fructokinase NN B-NP O
) ) O O
. . O O

Essential JJ B-NP B-Disease
fructosuria NN I-NP I-Disease
is VBZ B-VP O
one CD B-NP O
of IN B-PP O
the DT B-NP O
oldest JJS I-NP O
known VBN I-NP O
inborn JJ I-NP B-Disease
errors NNS I-NP I-Disease
of IN B-PP I-Disease
metabolism NN B-NP I-Disease
. . O O

It PRP B-NP O
is VBZ B-VP O
a DT B-NP O
benign JJ I-NP O
condition NN I-NP O
which WDT B-NP O
is VBZ B-VP O
believed VBN I-VP O
to TO I-VP O
result VB I-VP O
from IN B-PP O
deficiency NN B-NP B-Disease
of IN B-PP I-Disease
hepatic JJ B-NP I-Disease
fructokinase NN I-NP I-Disease
( ( O O
ketohexokinase NN B-NP O
, , O O
KHK NN B-NP O
, , O O
E NN B-NP O
. . I-NP O

C NN I-NP O
. . O O

2 CD B-NP O
. . O O

7 CD B-NP O
. . I-NP O

1 CD I-NP O
. . I-NP O

3 CD I-NP O
) ) O O
. . O O

This DT B-NP O
enzyme NN I-NP O
catalyses VBZ B-VP O
the DT B-NP O
first JJ I-NP O
step NN I-NP O
of IN B-PP O
metabolism NN B-NP O
of IN B-PP O
dietary JJ B-NP O
fructose NN I-NP O
, , O O
conversion NN B-NP O
of IN B-PP O
fructose NN B-NP O
to TO B-PP O
fructose NN B-NP O
- HYPH B-NP O
1 CD I-NP O
- HYPH I-NP O
phosphate NN I-NP O
. . O O

Despite IN B-PP O
the DT B-NP O
early JJ I-NP O
recognition NN I-NP O
of IN B-PP O
this DT B-NP O
disorder NN I-NP O
, , O O
the DT B-NP O
primary JJ I-NP O
structure NN I-NP O
of IN B-PP O
human JJ B-NP O
KHK NN I-NP O
and CC O O
the DT B-NP O
molecular JJ I-NP O
basis NN I-NP O
of IN B-PP O
essential JJ B-NP B-Disease
fructosuria NNS I-NP I-Disease
have VBP B-VP O
not RB I-VP O
been VBN I-VP O
previously RB B-ADJP O
defined VBN I-ADJP O
. . O O

In IN B-PP O
this DT B-NP O
report NN I-NP O
, , O O
the DT B-NP O
isolation NN I-NP O
and CC I-NP O
sequencing NN I-NP O
of IN B-PP O
full JJ B-NP O
- HYPH I-NP O
length NN I-NP O
cDNA NN I-NP O
clones NNS I-NP O
encoding VBG B-VP O
human JJ B-NP O
ketohexokinase NN I-NP O
are VBP B-VP O
described VBN I-VP O
. . O O

Alternative JJ B-NP O
mRNA NN I-NP O
species NNS I-NP O
and CC O O
alternative JJ B-NP O
KHK NN I-NP O
isozymes NNS I-NP O
are VBP B-VP O
produced VBN I-VP O
by IN B-PP O
alternative JJ B-NP O
polyadenylation NN I-NP O
and CC I-NP O
splicing NN I-NP O
of IN B-PP O
the DT B-NP O
KHK NN I-NP O
gene NN I-NP O
. . O O

The DT B-NP O
KHK NN I-NP O
proteins NNS I-NP O
show VBP B-VP O
a DT B-NP O
high JJ I-NP O
level NN I-NP O
of IN B-PP O
sequence NN B-NP O
conservation NN I-NP O
relative JJ B-ADJP O
to TO B-PP O
rat NN B-NP O
KHK NN I-NP O
. . O O

Direct JJ B-NP O
evidence NN I-NP O
that IN B-SBAR O
mutation NN B-NP O
of IN B-PP O
the DT B-NP O
KHK NN I-NP O
structural JJ I-NP O
gene NN I-NP O
is VBZ B-VP O
the DT B-NP O
cause NN I-NP O
of IN B-PP O
essential JJ B-NP B-Disease
fructosuria NN I-NP I-Disease
was VBD B-VP O
also RB I-VP O
obtained VBN I-VP O
. . O O

In IN B-PP O
a DT B-NP O
well RB I-NP O
- HYPH I-NP O
characterized VBN I-NP O
family NN I-NP O
, , O O
in IN B-PP O
which WDT B-NP O
three CD B-NP O
of IN I-NP O
eight CD I-NP O
siblings NNS I-NP O
have VBP B-VP O
fructosuria NN B-NP B-Disease
, , O O
all DT B-NP O
affected VBN I-NP O
individuals NNS I-NP O
are VBP B-VP O
compound JJ B-NP O
heterozygotes NNS I-NP O
for IN B-PP O
two CD B-NP O
mutations NNS I-NP O
Gly40Arg NN I-NP O
and CC I-NP O
Ala43Thr NN I-NP O
. . O O

Both DT B-NP O
mutations NNS I-NP O
result VBP B-VP O
from IN B-PP O
G NN B-NP O
- SYM B-NP O
- HYPH B-NP O
> SYM I-NP O
A NN I-NP O
transitions NNS I-NP O
, , O O
and CC O O
each DT B-NP O
alters VBZ B-VP O
the DT B-NP O
same JJ I-NP O
conserved VBN I-NP O
region NN I-NP O
of IN B-PP O
the DT B-NP O
KHK NN I-NP O
protein NN I-NP O
. . O O

Neither DT B-NP O
mutation NN I-NP O
was VBD B-VP O
seen VBN I-VP O
in IN B-PP O
a DT B-NP O
sample NN I-NP O
of IN B-PP O
52 CD B-NP O
unrelated JJ I-NP O
control NN I-NP O
individuals NNS I-NP O
. . O O

An DT B-NP O
additional JJ I-NP O
conservative JJ I-NP O
amino JJ I-NP O
acid NN I-NP O
change NN I-NP O
( ( O O
Val49IIe NN B-NP O
) ) O O
was VBD B-VP O
present JJ B-ADJP O
on IN B-PP O
the DT B-NP O
KHK NN I-NP O
allele NN I-NP O
bearing VBG B-VP O
Ala43Thr NN B-NP O
Homozygous JJ B-NP O
presence NN I-NP O
of IN B-PP O
the DT B-NP O
crossover NN I-NP O
( ( O O
fusion NN B-NP O
gene NN I-NP O
) ) O O
mutation NN B-NP O
identified VBN B-VP O
in IN B-PP O
a DT B-NP O
type NN I-NP B-Disease
II CD I-NP I-Disease
Gaucher NNP I-NP I-Disease
disease NN I-NP I-Disease
fetus NN I-NP O
: : O O
is VBZ B-VP O
this DT B-NP O
analogous JJ B-ADJP O
to TO B-PP O
the DT B-NP O
Gaucher NNP I-NP O
knock VB B-VP O
- HYPH O O
out RP B-PRT O
mouse NN B-NP O
model NN I-NP O
? . O O

Gaucher NN B-NP B-Disease
disease NN I-NP I-Disease
( ( O O
GD NN B-NP B-Disease
) ) O O
is VBZ B-VP O
an DT B-NP O
inherited VBN I-NP O
deficiency NN I-NP B-Disease
of IN B-PP I-Disease
beta SYM O I-Disease
- HYPH O I-Disease
glucocerebrosidase NN B-NP I-Disease
( ( O O
EC NNP B-NP O
3 CD I-NP O
. . O O

1 CD B-NP O
. . I-NP O

2 CD I-NP O
. . I-NP O

45 CD I-NP O
, , O O
gene NN B-NP O
symbol NN I-NP O
GBA NN I-NP O
) ) O O
. . O O

In IN B-PP O
type NN B-NP B-Disease
I CD I-NP I-Disease
GD NN I-NP I-Disease
, , O O
the DT B-NP O
CNS NN I-NP O
is VBZ B-VP O
not RB I-VP O
involved VBN I-VP O
( ( O O
nonneuronopathic JJ B-ADVP O
) ) O O
, , O O
whereas IN O O
in IN B-PP O
type NN B-NP B-Disease
II CD I-NP I-Disease
GD NN I-NP I-Disease
( ( O O
acute JJ B-NP O
neuronopathic JJ I-NP O
) ) I-NP O
CNS NN I-NP O
involvement NN I-NP O
is VBZ B-VP O
early JJ B-ADJP O
and CC O O
rapidly RB B-ADJP O
progressive JJ I-ADJP O
, , O O
while IN B-SBAR O
in IN B-PP O
type NN B-NP B-Disease
III CD I-NP I-Disease
GD NN I-NP I-Disease
( ( O O
subacute JJ B-NP O
neuronopathic JJ I-NP O
) ) I-NP O
CNS NN I-NP O
involvement NN I-NP O
occurs VBZ B-VP O
later RB B-ADVP O
and CC O O
is VBZ B-VP O
slowly RB B-ADJP O
progressive JJ I-ADJP O
. . O O

The DT B-NP O
T6433C NN I-NP O
( ( O O
L444P NN B-NP O
) ) O O
substitution NN B-NP O
is VBZ B-VP O
prevalent JJ B-ADJP O
in IN B-PP O
type NN B-NP B-Disease
GD NN I-NP I-Disease
II CD I-NP I-Disease
. . O O

It PRP B-NP O
may MD B-VP O
occur VB I-VP O
alone RB B-ADVP O
as IN B-PP O
a DT B-NP O
single JJ I-NP O
base NN I-NP O
- HYPH I-NP O
pair NN I-NP O
mutation NN I-NP O
but CC O O
often RB B-ADVP O
is VBZ B-VP O
found VBN I-VP O
as IN B-PP O
part NN B-NP O
of IN B-PP O
a DT B-NP O
complex JJ I-NP O
allele NN I-NP O
containing VBG B-VP O
additional JJ B-NP O
GBA NN I-NP O
nucleotide NN I-NP O
substitutions NNS I-NP O
, , O O
G6468C NN B-NP O
( ( O O
A456P NN B-NP O
) ) O O
and CC O O
G6482C NN B-NP O
( ( O O
V460V NN B-NP O
) ) O O
, , O O
